,text,category
746,"A watered down perversion of the acai berry.<br /><br />This juice comes on strong and harsh.  With tart aftertaste and no texture.<br /><br />That's because it is mostly apple juice, grape juice, pomegranate juice, blackberry juice, blueberry juice, and tart cherry juice.  Oh yeah there is some acai berry juice mixed into this concoction.<br /><br />You shall not find that distinctive  smooth chocolaty acai flavor here.  There is no milky mouth pleasing texture neither.  For that exotic unique acai experience try Zola or Samzon  brands.<br /><br />I'm not saying that this Lakewood juice product isn't nutritious.  That's not my point.  I'm saying that it's a juice blend that does not taste anything like the real acai juice.",food
747,"This product is made by Annie's Inc. in Berkely, CA--made in the USA.  The product maintains excellent organic integrity, and it is stored in 100% recycled paperboard packaging.<br /><br />The manufacturers also support family farms - use organic milk, butter, and yogurt.  The product takes approximately 10 min. to prepare.  The product contains dairy and wheat, and it has been exposed to equipment that also processes egg and soy products.<br /><br />The ingredients include organic whole wheat shell pasta, organic valley organic cheddar cheese (organic cultured pasteurized milk, salt, non-animal enzymes), organic whey, salt, and sodium phosphate.<br /><br />This is a mildly flavored whole wheat macaroni & cheese dinner.  This mac and cheese is a wonderful comfort food.  The pasta is firm, and it has an excellent flavor.<br /><br />There are no artificial flavors, synthetics colors, or preservatives.  The pasta was produced without antibiotics, synthetic hormones, or persistent pesticides.<br /><br />This pasta is simple to make and it has a wonderful texture.  There are 2.5 servings per box (2.5 oz).  Each serving contains 250 cal., 4.5 g fat, sat. 2 g fat, 10 mg cholest., 570 mg sodium, 43 g carb., 5 g fiber, 6 g sugars, 9 g protein.<br /><br />However, the cheese envelop is not exactly sufficient even when you add the butter, milk, or yogurt.  To add that wonderful rich smooth cheese flavor that accompanies mac and cheese, you will have to add your own organic cheese.<br /><br />The cheese packet falls flat on flavor and it does not contain a sufficient amount to coat the pasta.  I give this mac and cheese a 5/5 on packaging, 5/5 for maintain organic integrity, 5/5 on texture, and a 2/5 for flavor.",food
748,"If this flavor lasted longer than it does, I'd probably die of starvation for lack of wanting to take it out of my mouth.",food
749,this gum is super sick.tatooes are killin.flavor is a spankin'.this brings back bomb diggity memories yo.peace out.,food
750,"My husband and I were very disappointed in this coffee, very weak, watery cup of coffee. A definite waste of $13.00.",food
751,"This is pretty good regular style soy sauce.  But it is not super-wonderful-better than any other good quality soy sauce you can buy in an Asian market.  The main value is as a unique gift.<br />  In the Japanese soy sauce world, there are 4 types: regular, mild (usukuchi), for raw fish (sashimi) and light colored.  Bluegrass soy sauce is regular style.  Compared to Kikoman (a good commercial brand that is widely available) Bluegrass starts saltier, is flat in the middle, then ends with a complex & interesting flavor.  Kikoman is less salty initially and has a round, full flavor in the middle.  Doesn't have the complex ending flavors.  For me, the initial saltiness of Bluegrass is a minus and Kikoman's full middle flavor is a plus.  I prefere Kikoman, especially for dipping sushi where the flavor is more direct.  But I lived in Japan for many years and am used to the standard Japanese flavor.  I haven't tried Bluegrass blended in other food as a background flavor, which is how soy sauce is usually used.<br />  Bluegrass is a perfectly good soy sauce.  Each brand has a different flavor and everyone has their favorite.  If you want a unique Kentucky gift for an Asian friend, this is different than the standard bottle of Bourbon or box of chocolate.",food
752,"I watched an episode o ""How Things are Made"" on Discovery Channell and saw Bluegrass Soy Sauce featured.  On a whim, I ordered a bottle.  It took several weeks to arrive, but when it did - what a surprise.  My teenage son wanted to try it, and did.  He loved it immediately.  Now he puts it on many things. My wife and I were very pleasantly surprised and liked it very much.  In the past, I made many trips to the Far East and developed a real liking for Soy Sauce (where virtually all of it is made).  What a treat to find a handmade American product, that competes with (and wins), against a Japanese/Chinese national staple!",food
753,"My bottle arrived just in time for a sushi dinner and game night planned with friends.  I had three soy sauces to choose from.  After some sampling we were all using the Bluegrass!  Everyone enjoyed the light smoothness a subtle sweetness.  We were splashing right on every piece, rather that dunking/dipping. Friends wanted to know where I found it. I'm going back to order more right now, and I'll be ordering 3 extra bottles because they are going to make a great little gift that's affordable and unique; instead of the traditional bottle of wine that so common it's boring.",food
754,If you enjoy the flavor of soy you will really like this.<br /><br />Plus its hand made in the good ole USA.,food
755,I recently acquired a bottle of this and was immediately impressed.  It has good flavor without all the excessive saltiness of supermarket brands.  I've used it for marinades and dipping sauces in addition to straight use and in all cases it has added a little something extra.  Quite a surprise to find an American made soy sauce that tastes this good!,food
756,"This soy sauce is the best we have ever had.  Thanks to Amazon, we were able to find it again.  It makes a big difference when using this product.  Thanks again",food
757,This is the most delicious soy sauce I have ever tasted.  I will surely order it again.  Such deep flavor.,food
758,"Saw this on How it is made, which was a very interesting process.<br />Decided to give it a try, I really enjoy the flavor it adds.<br />Looking forward to trying it on several more dishes.<br />Thanks to those who brewed it!",food
759,most soy sauce is from Japan but they are having problems with radiation in their soy bean fields. I am not sure how long the contamination will last. I like the idea this product claims no GMO seeds. yea  You pay more but decided not to take a chance on Japan.,food
760,"I'm pleased with these- wasn't sure how they'd be able to replicate the autumn classic flavors of caramel apples, but figured Werther's was a good bet.  I'm diabetic, so wolfing down a real caramel apple when the mood strikes just can't happen as often as I'd like to do so.  But these are tasty enough to get me through until I can 'carb budget'  the real thing. These are made with sugar alcohols, so it's wise to limit how many are eaten in a day unless you're going to be near home and have turbo-flush on your toilet.  (TMI???)  This pack of 6 will last a while, but they're definitely a 'will reorder'.  :)",food
761,"This item, WERTHER'S SUGAR FREE HARD CANDY, if consumed, will give you - or your friends, loose bowels. I purchased 12 bags and discovered more than a bowel problem: You can't return them. Need a laxative? I have ten unopened bags you can have - for free.",food
762,"This is a bold blend that has a great taste. The flavor comes bursting through. I usually brew & drink Organic Sumatra Mandeling from BJ's. I use this blend exclusively, so to get a cup that rivals the complex flavor from my Tassimo brewer is fantastic. Come on Amazon add it to the subscription service.",food
763,"We've tried many Tassimo flavors.  This is by far our favorite.  Our normal cup of coffee is Starbuck's house blend out of a Cuisinart pot but one or two days a week we use our Tassimo.  This coffee is rich but not too stong.  I don't understand the current price over $20 for 14 disks and hope that it will be lowered on Amazon.  For now, we'll buy elsewhere.",food
764,"This is one of the best choices, in my opinion.  I also adore Amazon, but they need to negotiate a better price for their Tassimo Disks.  These are available at BedBath & Beyond for $10. and I always get 20% off which brings it down to $8.00 --- they were $7.50 (before the 20% off readily available coupons) until about 3 months ago.  Again, this is an excellent blend with full flavor - not bitter - I think it's my favorite.",food
765,"I have tried about 75% of the available T-Discs, and the Kona Blend is one of the best regular/unflavored coffees for Tassimo. It has a nice smooth flavor that is not overpowering, and has a pleasant aroma. Personally, I would enjoy it more if it were stronger/bolder. However, being a bit mild, it goes well with breakfast and/or (gluten-free) baked goodies. I find it mildly perplexing that this product is not available from tassimodirect, nor is a subscription service available. Originally found this at (Dead Bats from) Beyond, used a 20% coupon, and was happy with the final price.",food
766,"This coffee is good but, for me, it's nothing special. I will buy it again because it's a nice, mellow blend, and my favorite daily coffee, Nabob, must now be shipped from Canada. However, on my first order to the Canadian company, it's taking a long time to be delivered (still haven't gotten it).<br /><br />The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this ""Kona coffee"" is actually only 15% Kona. If you look very carefully at the photo of the disc, you can see that information, and there's a legal disclaimer saying that the product may not match exactly with the description. So it's my fault for not reading more carefully, but I was happy to see what I thought was 100% Kona and wasn't careful. I've bought the 15% Kona before in a local store and did know that there was such a product in the Tassimo discs, but I just read the product title and ordered.<br /><br />As I said, the coffee tastes good, the amount of coffee is the usual amount, neither the small cups of some European coffees or the extra large size, and I would recommend the coffee. Just be aware that this is blended coffee with only 15% Kona. And don't expect it to come in a flash, as it did when Amazon Prime delivered it.",food
767,Of all the coffee's available for Tassimo this Kona has the richest flavor and fantastic aroma by<br />far my favorite.,food
768,I think these are my favorite cookies ever. Really light and creamy. Too bad you can no longer find them anywhere for less than two-hundred count! I don't think I need THAT many.,food
769,"This kind of tea not good ....!Taste and smell so wear it's not like tea ,and feel like some thing chemical.",food
770,"The Milka Naps Mix Gift Box is a fun, unique gift for those tired of Whitman's and the usual American brands. Nothing wrong with Whitman's, but sometimes a change of look and flavor is nice.<br /><br />As a sampler, it provides only a few of the Milka options. Four flavors are here: noisette, hazelnuts, alpine milk and strawberry. All are delicious, though I don't like strawberry/chocolate (in any candy) personally, and give those away to eager friends. The Naps box are perfect for coffee tables and as a standalone dish at work.<br /><br />Milka and its famous purple cow, is owned by Kraft, is an eastern European chocolate originally produced in Switzerland and is available in Germany, Austria, Hungary and other nearby countries.<br /><br />Distribution is still weak in the United States, but can be found increasingly in larger cities. Usually, then, it is found only in international grocery stores, though it pops up in eclectic grocers from time to time. It has been around 100 years. Whether or not Kraft will change the recipe has yet to be seen. For now, the texture and taste are better than Hershey's and Nestle. It is a smoother, creamier basic chocolate.<br /><br />I fully recommend the Milka Naps Mix Gift Box.<br /><br />Anthony Trendl<br />editor, HungarianBookstore.com",food
771,"I ordered for my dad for fathers day and he ate the whole box within two days.<br />He said it tasted really good, now I want to order some for myself, haha.",food
772,"Great candy and our family loved it.  It was smaller than I imagined it and I thought it was expensive for how small it was.  However, I am in Germany and can get it easier here.  The shipping to the USA makes it expenive.  Great product and fun for our USA family to receive.",food
773,"I eat mustard with everything, this is hands down THE BESt mustard I have ever tried, in fact everyone I tell to try some, falls in love with it as well. Spicy, tasty, real quality.<br />If you like spicy mustard, you will love this.",food
774,The laddoos turned bad in a few days after we received it. No other item inside our fridge turned bad.,food
775,This product works wonders if you have stomach issues.  I would buy again once I need more. :0),food
776,Bought this at a local specialty-item store because I adore chutney.  Because of the higher price and being sold like a gourmet item I wrongly thought it would be better than the affordable brands sold at the supermarket.  Wrong.  It is mostly gel (jelly) with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwiches...I've had much better and that's just talking about the supermarket brands.  Very disappointed.  Money does not buy quality.,food
777,"Our ferret loves this rabbit; it's a nice high protein treat in addition to his regular Evo ferret diet. The price was reasonable compared to our local pet store, which doesn't often have this item in stock.",food
778,"My son made this.  He didn't have the patience to be precise about the water temperature and when, half an hour before it was done, it appeared not to have risen at all--I feared for the worse.  Determined to be polite, I agreed to have a sandwich using the bread.  It was amazing.  Apparently it rises during the baking or something.<br /><br />Great tangy flavor (perfect for a meat sandwich imho) and not heavy at all.  Fortunately we had lots of deli meats, since the whole loaf disappeared within the hour.<br /><br />We've had all but the sourdough peasant bread so far; I'm sure that will be delicious as well.",food
779,"These were great - just as described. Used them for a bee-themed party, and now we use them as ""to go"" packs of honey for our coffee and tea.",food
780,This is NOT Disco Dust which is edible and made for baking. DO NOT purchase this product for such purposes!,food
781,I was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken. I couldn't send it back as i needed for a project.,food
782,"Really easy project for family fun anytime not just for Christmas. Just put icing between cookies and stack. Then ice outside and decorate. Great for all ages. Strawberry licorice rope looks like stuck together but just find end and unwind.<br /><br />* CAUTION UNDER 3** Small hard candy decorations swallowing hazard.<br /><br />Comes with everything you need except bowls an spoons.<br />contains :<br />cookie pieces<br />Large bag yellow colored icing ( East to mix with just fork, you add water slowly as to not get to thin)<br />small white icing bag (you add water slowly)<br />green color to add to small amount of white<br />3 clear decorator<br />4 plastic decorator tips ( can save to reuse)<br />small bead candy for decoration 9chokign hazard)<br />strawberry licorice rope<br />1 small tube of orange writing icing<br />Hard candy wreath decoration about 2"" diameter<br />Gummy Spongebob about 4"" tall<br />Gummy Patrick about 4"" tall<br /><br />Icing set up hard so when you go to eat  it has to be pried apart in pieces. Cookies do get a little softer in the middle.<br /><br />Make anytime of year. Leave off wreat and Patrick and cut out Spongebob's head so does not look like chirstmas.",food
783,My son is a SB fanatic so I was so excited to find this for the 2010 holiday season as every year we do some version of gingerbread. I knew by reading reviews that there wouldn't be enough yellow frosting so I whipped up so edible glue (water and confectionery sugar) to hold the levels of gingerbread that make the pineapple and save the yellow frosting for the outside - this worked great. It was a really fun idea that we enjoyed creating. The licorice was worthless though...,food
784,"this isn't as easy as it looks, doesn't came with enough yellow frosting, and the frosting doesn't stick very well. My 5 year old did like making it though.",food
785,"I am a preschool teacher and do a G is for Gingerbread unit every January. I was on vacation during Christmas and when I got back not a gingerbread kit was to be found. Which is odd. I needed one for my preschool class and needed it in less then a week. I looked everywhere and could not find ont. So I had one overnighted from Amazon on NYE and it came yesterday. I pick this one because of the Rudolph theme. The gingerbread itself came broken. Like unable to use would need a glue gun to get it to work broken. It's non returnable. I called Amazon, they were nice enough to order me a second one since I spend a ton of money each year with them. This one also came broken. I order A LOT from Amazon and things do not come broken. I think only one time have I had returned something because it was broken in 100's of orders. But two of the same thing in a row?! I think it's the kit itself and nothing to do with how it was shipped. I will say most come UPS and overnight comes Fed Ed. But it's bubble wrapped very well. I think the gingerbread isn't good and cracks in shipping and breaks off. The rest of the kit is very cute. The first kit the candies had spilled out and where a mess in the box. But the second kit while the gingerbread was all broken up again the candies were all in their bags. Too bad. But I would try something else, stay away from this one.",food
786,"I was pleasantly surprised to find this item had been delivered the day after my order, my speediest delivery to date. It probably helps my location is near. Everything looks just as described and pictured and I'm very happy to have done business with this seller. The Gingerbread house was carefully packaged as not to harm the fragile pieces inside. I'm excited to give this item as a gift.",food
787,"These cookies were fun to paint but not too tasty to eat!<br />The kids did not really care much, but it might have been<br />more fun if they could have eaten them.<br /><br />They really had fun coloring them!",food
788,"I was disappointed in this product because I thought it would be bigger.<br />Also, it did not come with enough icing. I had to use my own.",food
789,"The whole idea of a Spongebob Ginger Bread Pineapple is really great, but the sticker that says ""Use By"" Has a 10 JN 16 date on it. If thats 2010- this is not good! I think it would be fun to make and a cute decoration, but my son is going to want to eat it.  The least the seller could do is to check the expiration date! Its right on the front of the box! Not happy at all!!!",food
790,"This tea carries the flavor one would expect from the smell: terrible.  It invigorates like a puncture wound, and the only revival is that, after drinking, you discover that you are still alive.<br /><br />Well, one tea bag was enough for me.  My mother-in-law said, ""Oh, that smells kind of like wine.""  Okay, kind of like wine, with a hint of rot and a moldy aftertaste.  If she likes it, she can have the whole box.",food
791,"If it were possible to give this product zero stars, I would have done so.  I am a huge fan of Twinings teas, and was very excited to try this new blend.  After arriving home from the grocery, I immediately started the kettle to enjoy a cup while prepping dinner.  Between sorting, washing, and chopping items, the hot water was added to the bag to steep.  Preparation continued, until a distinctly off odor hit me.  I thought one of my ingredients must be rancid!  I hunted around for almost four minutes before I realized it was the tea.  Even after cleaning up, and airing out the kitchen, my roommate later came in and asked about the smell.  Save your money to purchase ANY other Twinings product.",food
792,"This tea is the best tea i've ever had. i first tasted it in norway, and had to find it in the states. i have it every morning.",food
793,"I love the aroma and the taste of the fruit and vanilla combo, and the addition of ginseng for an added energy boost rounds this tea out nicely for me. It's a sweet tea, which makes it a wonderful healthy alternative to desert after dinner.<br /><br />I see that others didn't like it, but it's really a matter of personal taste...different courses for different horses!",food
794,"The best chocolate in the world, in this critic's humble opinion, is made in the United States. And the best chocolate in the United States is made in California, by the Ghirardelli Chocolate Company. It is surely the best chocolate that one can find in so many stores, malls, etc. throughout the United States. Their actual stores are rare, but Kroger, Wal-Mart, Martin's (formerly Ukrops) and a long list of other grocery stores and many malls stock their products.<br /><br />I have never encountered milk chocolates with caramel filling to surpass the quality of these. These are chocolates deserving of poetry. You can eat them quickly, or take your time and savor every moment of eating every one. The choice is up to you.",food
795,This is a good quality brand of chocolate with many flavours of which this is just one. Very tasty and a fast delivery too,food
796,"My mother and father were the recipient of these wonderful pieces of chocolate heaven.  They didn't believe they deserved receiving these, but I know they did deserve to receive these!",food
797,"This is the best caramel/chocolate combination I have ever tasted. The caramel is liquid and complements the Ghiradelli chocolate perfectly. Do not try this brew if you are attempting to lose weight - you will end up an addict like me.<br />  The Ghiradelli product is far better than the Caramello/Hershey product in every way. The Caramello chocolate lacks the refined taste of the Ghiradelli squares, and the Caramello caramel is harder and not as sublime in taste. Comparing the two is like comparing Warren Buffett to myself in terms of wealth. Unfortunately I am the Caramello bar in this regard.<br />  At the very least try the Ghiradelli.",food
798,"Of course, we all know how delicious Ghirardelli chocolate is!!!! Unfortunately, after I purchased two of these gift bags online, I found them in a local store for half the price. Lesson learned???!!!",food
799,This chocolate treat is a great gift and it arrived right when I expected it to. I gave it to my girlfriend as a surprise gift and she absolutely loved it.,food
800,the first time i ordered this it came all melted but amazon was quick to remedy the situation by sending me another of the product and it was great thank you,food
801,Are people really paying 10 bucks for these chocolates??? ummmm go to any grocery store and by them for 2.98 a bag..wow,food
802,Low calorie and satisfying. These soups are a nice fill in when you don't want too much but don't want to be hungry for a few hours.,food
803,"This was really a disappointment. While the products included are fine, the real disappointment was the travel mug. It is a cheap plastic cup with the nutritional information for the cookies on it! So it is basically just a cookie package! Yeah, that is really what I want to use as a travel mug. I agree with the review that it looks like it came from a dollar store. The product description says the polka dot tumbler is ""definitely a keeper."" What? It is simply cheap packaging! Not something of quality to enjoy. Had I known that I would not have purchased the set. I really was looking forward to using the cute looking mug on a daily basis. I like the products inside and the basket is OK, but really this what not what it appeared to be.",food
804,"It looks pretty, but the contents are very minute and seem to not be of very high quality. There's a plastic cup for the tea that looks like it came from a dollar store. The basket is nice, though.",food
805,Purchased this as a gift for my mother when it was a lightning deal.  She was very happy and loved the basket.  She enjoyed the cookies and the flavors of tea that were included.  Shipped quick and arrived when expected.,food
806,"Received very quickly and extremely well packaged.  Since this is a smaller sized basket, it would be an adorable present for anyone who likes tea, for self or just to have to hand.  Very nicely assembled with attention to detail.",food
807,"These small chocolate cups are a specialty party item that I have never been able to find in the past when I wanted them.  Amazon now provides a link.  They can be used for what are commonly called ""jello shots,"" and provide a solid edible alternative to small paper cups.",food
808,I bought these chocolate liquor cups for a party! It was a big hit. They are high quality and a good buy.,food
809,Great for serving Chocolate liquor. Adds a touch of class to your event and elevates you to host supreme. Being able to eat the cup afterwards is just icing on the cake.,food
810,"Delicious chocolate cups, each in its own aluminum holder.  I could not find these in any local store, so was happy to find them on-line.<br />Most people are unaware of them, so they are impressed when I serve them a little cordial or other liquor in a chocolate cup.  After sipping the<br />liquor, you can eat the cup.  What could be nicer?  Excellent product.",food
811,The holiday liquor cups were exactly what I was looking for.  The chocolate is<br />delicious and holds up well to the liquors,food
812,"strawberry twist has a long-lasting pleasant flavor SWEET-but, not excessively so. delivery is timely and price is just right. Supieror to other TRIDENT flavors! Though, SPEARMINT isn't bad either. My next pick would be blueberry",food
813,"Trident ""Strawberry Twist"" sugarless gum is very disappointing, both in taste and consistency. The strawberry flavor is very artificial tasting and, though I guess it is a good thing, not very long lasting. The gum also gets ""stringy"" fairly quickly.<br /><br />I chew a lot of gum, but will not be buying this flavor again.<br /><br />Not Recommended!<br /><br />CFH",food
814,"Besides that mentioned in the title, the only other remarks I have about it is the price is hard to beat, the taste is akin to a Flintstone strawberry vitamin (for those of you that have tasted them), and taste lasts for not very long.  I'd say, on a scale of 1 to 10 with 10 lasting an extraordinary amount of time this would be a 3.  Also, the taste really diminishes to a subdued sweet after a very short amount of time.",food
815,I love this flavor and I cant find it on the shelves anymore. The gum tasted fresh which is actually way better than when I used to buy it in stores!,food
816,"If some other yahoo deems it ok to give give a suck review to this stuff because he doesn't like the taste, I feel I must assert that in this -as in all matters of taste- ""De Gustibus Non Disputandem Est"".<br /><br />I really love this gum. OK it doesn't really taste like strawberry, but it's still delicious. It has a wonderfully smooth consistency about halfway through, but then it gets tired, stuff, and squeaky.<br /><br />You'll forgive the squeaks perhaps when you find, as I did, that this stuff is a wonderful dietetic aid. By obsessively chewing this product I filled my gut with odorless room air and so helped me lose 25# in 3 months.<br /><br />Also, it doesn't lose its flavor on the bedpost overnight.",food
817,BEST DOG FOOD ON THE MARKET TODAY.  HAD NUMEROUS EAR PROBLEMS WITH OUR COCKER SPANIEL AND THEY HAVE CLEARED UP SINCE TAKING THIS FOOD.,food
818,"My father could no longer take care of his beloved 6 year old Cocker Spaniel, so I decided to take her into my family. When I brought her to NYC she had ear and eye discharge. She was also  slightly overweight. After a check up with a vet that ruled out infection, I decided to try Royal Canin based on the numerous good reviews.Within a week her ear and eye problems were gone and she dropped a good amount of weight. This is going to be the only food that we will be feeding her!",food
819,"Our Spaniel has tried several foods in her 6 years, and this is the only one she will eat by itself without any ""people food"" being added (of course, we still treat her occasionally).  When we went in for our 12 month tooth-cleaning appointment, the vet told us to take her home as her teeth didn't need any cleaning for another 6 months, at least.  It is specially designed for their teeth and health needs, and she loves it.  And it is actually cheaper here than at the fancy pet store!  What more could you ask?",food
820,"Royal Canin was recommended for my dog, but since this line of dog food is specific to breed, it was difficult to find in stores.  PetsMart and Petco carried the Cocker Spaniel formula but only in smaller bags which is much more expensive on a per ounce ratio.  Finding a larger bag has been a great deal.  My cocker loves the food too!",food
821,This is food especially designed for Cocker spaniels who have a range of health issues...I have been using this product with three of my dogs and all of them are very happy with it. It also is packaged very well and as a result stays fresh for a long period of time. Great product!,food
822,"I tired many different dog foods over the 3 yrs I have my cocker spaniel. I then came upon this breed specific dog food & figured I'd try it. My dog loves this food and always finishes his food. I've used this for over 1 yr now & he has not tired of it. I have seen a significant change (for the better) in him, he's more active and doing well.<br /><br />I only buy this brand food for him now.<br /><br />Buster gives it 2 paws up & I give it 5 stars.",food
823,"I bought this for my one year old Cocker. However all the dogs love it. All their coats look better, they all shed less, eat less, use the bathroom less, my Cocker used to have this one chronic ear since the time I have had her as a puppy that it just gave her problems. It seems to have cleared up, no more smell. Her eyes give her less problems. And my 7yr old Yorkie he eats less, he used to throw up all the time had the most sensitive tummy. Our black lab mix, hot spots and she would just lick her fur off. All these great changes in a matter of a month.  I do mix it roughly 50/50 with Naturals dog food blend.  They are doing great.<br /><br />Sept 2012<br />I love this breed specific food, however I just went to place my next bi-monthly order and I am shocked at the price hike in just over a month!  I paid<br />$41.79 on Aug 3 for a 25lb bag and here it is Sept 20Th and the price has is now $53.94, a difference of $12.15 in price!  This is a huge amount to go up considering that I am assuming this is a price gouge; due to the speculation over crops :( I will look to my local vet for this product. I can get a large bag now less at Petco as well with the discounts they offer. They will order a larger bag if you ask.",food
824,"fast and great service, my Cavashon Loves this low fat dog food. Thanks. Arrived in great condition, thank you thank you thank you",food
825,"We are Chocolate Moose & Mickey Moose,<br /><br />Our nice owner bought this great food for us.  We love it very much, I have gained 5 lbs. because I eat all of Mickey's food when he isn't looking!  Our skin and fur is much better now too.  :)",food
826,My 7 year old Cocker Spaniel loves this food and it's good for him -- he needs to lose a few pounds and this is doing the trick.  Glad I found it on Amazon.  Hard to find elsewhere.,food
827,"My 50lb bag of oatmeal seemed like way too much, but as time went on I found more and more uses for it. I have so many recipes that I make weekly that I'm running out! This is a very high quality oatmeal and much cheaper and better than anything I've found in the grocery store.",food
828,"Better than organic oats advertised elsewhere. Takes lots of water. These are not minute oats, so my oatmeal cookies come out right, not all crumbly and soggy. (Instant oats have their place, but not in cookies).",food
829,Honeyville Rolled Oats is a delicious product.  I am using them to make a product designed to increase and enrich the milk production in lactating mothers.<br />The oats were shipped to me in a timely fashion and the amazing thing is I only paid $4.99 shipping for 50lbs of oats!  I encourage anyone who likes oats to order Honeyville Rolled Oats.  Their flavor is above all the rest.,food
830,"Nice flavor, not too bitter.  We really like this coffee.  We have been searching for a coffee that pleases the whole family's tastes and this is the one.",food
831,The US made version of this Cadbury chocolate has a distinct taste from the UK version of the chocolate which I have been eating since childhood. I did not like this new taste. To all my friends from India -- buy this chocolate if it is either made in UK or India; otherwise you will be disappointed as I was.,food
832,"Cadbury chocolate uses a different formula in each country it is manufactured.  New Zealand is uses more cream than Australia, etc.  This version by Hershey is not what you expect from England, Australia or New Zealand Cadbury.  It does not melt on your tongue like those countries so it tastes differently.<br /><br />If you are looking for the silky smooth easy melting chocolate find the non Hershey version.<br /><br />Hershey has missed an opportunity to introduce high quality Cadbury chocolate to USA.",food
833,"My first taste of this tea saved my trip home from Santa Cruz, when both the hotel and a restaurant had stale powder in the tea bags.  How I needed my fix!  A tourist stop with a giant artichoke beckoned, and this Chinese Breakfast / Yunnan Black Tea set me straight.<br /><br />Other reviewers have said it tastes odd.  The flavor is strong and a bit smoky, like Darjeeling, only earthier.  Like Darjeeling or Earl Grey, it has enough flavor on its own -- no milk or sugar needed.  But it's expensive by the box of teabags.  Finding it loose in large quantities at this price is fantastic!  It arrived promptly, well-sealed, and true to the label -- unlike some ""loose"" tea that's actually cut up, this has the whole leaves that unfurl.  Ahhh.",food
834,This tea has surpassed all other breakfast teas in this tea-drinking household. We love it and it really starts the morning off right. Perhaps it has more caffeine than our old favorites?? The taste is wonderful without any additions and it will remain our tea of choice in the morning and often throughout the day.,food
835,"<a href=""http://www.amazon.com/gp/product/B001ELL9X6"">Numi Organic Tea Chinese Breakfast Yunnan Black Tea, Loose Leaf, 16 oz bag (Pack of 2)</a>I brew iced tea in the refrigerator by the half-gallon with this tea. Excellent. The resealable bags work well, and unopened they protect my large stash, making it easier to manage my subscription.",food
836,"The taste is harsh as it is a lesser grade of Yunnan. It is ok to drink, but not to really enjoy. I only make it for when I am in the hurry and will not be able to fully enjoy my tea anyway.",food
837,"I've used maybe half a dozen bags of this tea in the last year and it is a delicious, consistently good quality black tea. Mainly I use it and several other Numi teas in my tea blends for making kombucha.",food
838,"I grew up on Yunnan tea as a child - it was always my mother's favorite - so I was happy to find an economical source of it of a quality that was great for a ""large volume"" habitual tea drinker like me. This tea is my daily regular tea. Yunnan is nice in that it will brew dark so you do not need much at a time. It's aromatic and flavorful without any additives. If you want something that is flowery yet more subtle than Earl Grey this Yunnan or a Keemun may be a nice option to explore.",food
839,"It always amazes me that there are not dozens of reviews here extolling the fine qualities of this tea.  I have drunk it pretty much every day for the last five years and I never get tired of it.  It's an excellent morning tea, is smooth without being insipid, and is almost impossible to ruin by oversteeping. Just use decent water.  I like a little stevia in it, as I'm a wimp. It brings out the natural sweetness of its malty, slightly floral style.  I just bought another two pounds.",food
840,I hardly ever write reviews but this tea is quite excellent.  I decided to try it without any sweetener or any other added taste enhancers.  It is flavorful without being overpowering.  It is a great pleasure to have a fine tea like this loose and reasonably priced.  After the first try I have continued to drink it just as it comes.  You can see by the leaves once they are soaked that it is a premium tea.,food
841,I read the other reviews before purchasing am pleased that I did. I have purchased other Numi teas and gave generally been happy with all of theri products.,food
842,"To my mind, a fine caramel should be creamy and melting.  These are grainy.  The flavor on these was fine, although a little sweet to my taste.",food
843,"Having eaten (and re-eaten) my way though all of the DAS caramel range, this remains my all-time favorite, and the one that usually gets the most rave reviews when I share them (which isn't an easy thing to do - just try one and you'll see what I mean).  I've been a caramel fan for ages, and while Werthers Butterscotch will do in a pinch, nothing has come closer to what my mother used to make than these.  They are chewy, buttery, and the little crunches of salt are spectacular (OK my mother didn't put salt in hers, this is an improvement).",food
844,"Although I did enjoy the other flavor I ordered a tiny bit more, the Chocolate with walnuts one, this was still a very enjoyable flavor.  Wonderful service from Ms. Das, including a hand signed coupon for a discount on future orders, along with samples of a couple other caramel flavors.  I'd order this or the Chocolate and walnut flavor again for sure, along with more of Das Food's gourmet salt.",food
845,This is certainly the best caramels I have ever had.  I just wish it came in bigger pieces.  I finished the whole box in one sitting!  I will certainly buy them again.,food
846,"Not my idea of a good caramel.  Flavors of ginger and pistachio dominated.  Same for the chocolate walnut and orange honey varieties. I missed the mix of rich, buttery, dairy flavor with caramelized sugar that I expect in caramels.",food
847,being an old chemist with a spectrophotometer I am pleased when the chemical is what they say it is this is what they advertized,food
848,"This baking soda works great for cooking or for health reasons.  I take it for acid indigestion and heart burn.  Just a 1 tsp in a half glass of water and it's gone.  I use it to make my body more alkaline, so it's great for changing your pH level in your body!",food
849,"I recently started using Bob's Red Mill Baking Soda.  I'm very pleased with it's performance and I can be sure that it is not contaminated with aluminum.  Thanks, Bob!",food
